job_id,title,url,location,posted_date,description,facility_name_raw,facility_name_standard,verified_facility
613594,Food Service Director,https://career4.successfactors.com/sfcareer/jobreqcareer?jobId=613594&company=ARAMARKPROD,"Houston, TX",2025-10-22,,,,0
613616,Retail Sales Worker Lead - Orange County (NY) Jail,https://career4.successfactors.com/sfcareer/jobreqcareer?jobId=613616&company=ARAMARKPROD,"Goshen, NY",2025-10-22,,Orange County (NY) Jail,,0
613645,Food Service Manager,https://career4.successfactors.com/sfcareer/jobreqcareer?jobId=613645&company=ARAMARKPROD,"Houston, TX",2025-10-22,,,,0
613659,Corrections Oversight Worker - El Dorado Correctional,https://career4.successfactors.com/sfcareer/jobreqcareer?jobId=613659&company=ARAMARKPROD,"El Dorado, KS",2025-10-22,,El Dorado Correctional,El Dorado Correctional Facility,1
613671,Corrections Oversight Worker - Mercer County CCC,https://career4.successfactors.com/sfcareer/jobreqcareer?jobId=613671&company=ARAMARKPROD,"Lambertville, NJ",2025-10-22,,Mercer County CCC,,0
613716,Corrections Oversight Worker - Washington County Detention Center,https://career4.successfactors.com/sfcareer/jobreqcareer?jobId=613716&company=ARAMARKPROD,"Hagerstown, MD",2025-10-22,,Washington County Detention Center,Washington Corrections Center,1
613749,Kitchen Supervisor - NWFRC - Main/Annex - (110/125),https://career4.successfactors.com/sfcareer/jobreqcareer?jobId=613749&company=ARAMARKPROD,"Chipley, FL",2025-10-22,,NWFRC - Main/Annex,,0
613751,Food Service Worker Lead - NWFRC - Main/Annex - (110/125),https://career4.successfactors.com/sfcareer/jobreqcareer?jobId=613751&company=ARAMARKPROD,"Chipley, FL",2025-10-22,,NWFRC - Main/Annex,,0
613766,Kitchen Supervisor - Jackson - CI - (104),https://career4.successfactors.com/sfcareer/jobreqcareer?jobId=613766&company=ARAMARKPROD,"Malone, FL",2025-10-22,,Jackson - CI,,0
613770,Kitchen Supervisor - Graceville - WC - (160),https://career4.successfactors.com/sfcareer/jobreqcareer?jobId=613770&company=ARAMARKPROD,"Graceville, FL",2025-10-22,,Graceville - WC,,0
613782,Kitchen Supervisor - Dade - CI - (463),https://career4.successfactors.com/sfcareer/jobreqcareer?jobId=613782&company=ARAMARKPROD,"Homestead, FL",2025-10-22,,Dade - CI,,0
610584,Sr. Manager of Operational Excellence - Corrections,https://career4.successfactors.com/sfcareer/jobreqcareer?jobId=610584&company=ARAMARKPROD,"Dallas, TX",2025-10-21,,Corrections,,0
612970,HVAC I,https://career4.successfactors.com/sfcareer/jobreqcareer?jobId=612970&company=ARAMARKPROD,"Houston, TX",2025-10-21,,,,0
613027,Food Service Director,https://career4.successfactors.com/sfcareer/jobreqcareer?jobId=613027&company=ARAMARKPROD,"Punta Gorda, FL",2025-10-21,,,,0
613103,Cook - Yakima County Dept. of Corrections Facility,https://career4.successfactors.com/sfcareer/jobreqcareer?jobId=613103&company=ARAMARKPROD,"Yakima, WA",2025-10-21,,Yakima County Dept. of Corrections Facility,Guadalupe County Correctional Facility,1
613113,Food Service Supervisor - ASPC - Lewis,https://career4.successfactors.com/sfcareer/jobreqcareer?jobId=613113&company=ARAMARKPROD,"Buckeye, AZ",2025-10-21,,ASPC - Lewis,,0
613118,Driver I - ASPC - Perryville,https://career4.successfactors.com/sfcareer/jobreqcareer?jobId=613118&company=ARAMARKPROD,"Goodyear, AZ",2025-10-21,,ASPC - Perryville,,0
613232,Commissary Worker - Monroe County Sheriff Office Commissary,https://career4.successfactors.com/sfcareer/jobreqcareer?jobId=613232&company=ARAMARKPROD,"Key West, FL",2025-10-21,,Monroe County Sheriff Office Commissary,,0
613233,Corrections Oversight Worker - Central Regional Jail and Correctional Facility,https://career4.successfactors.com/sfcareer/jobreqcareer?jobId=613233&company=ARAMARKPROD,"Sutton, WV",2025-10-21,,Central Regional Jail and Correctional Facility,Central Arizona Correctional Facility[3],1
613245,Warehouse Worker III - USG - OH WAREHOUSE - FE,https://career4.successfactors.com/sfcareer/jobreqcareer?jobId=613245&company=ARAMARKPROD,"Groveport, OH",2025-10-21,,USG - OH WAREHOUSE - FE,,0
613268,Corrections Oversight Worker - Madison Correctional Institution,https://career4.successfactors.com/sfcareer/jobreqcareer?jobId=613268&company=ARAMARKPROD,"London, OH",2025-10-21,,Madison Correctional Institution,Madison Correctional Institution,1
613300,Accountant (Remote) - Correctional Services,https://career4.successfactors.com/sfcareer/jobreqcareer?jobId=613300&company=ARAMARKPROD,"Atlanta, GA",2025-10-21,,Correctional Services,,0
613313,Warehouse Worker - USG - NV WAREHOUSE - UD,https://career4.successfactors.com/sfcareer/jobreqcareer?jobId=613313&company=ARAMARKPROD,"Reno, OH",2025-10-21,"Job Description The Warehouse Worker’s main responsibilities include receiving and processing incoming products, preparing orders for transport, and performing inventory and quality control duties. This person ensures the warehouse is clean and organized, maintained in accordance with the facility protocols and safety standards.Long Description COMPENSATION: The Hourly rate for this position is $18.00 to $18.00. If both numbers are the same, that is the amount that Aramark expects to offer. This is Aramark’s good faith and reasonable estimate of the compensation for this position as of the time of posting. BENEFITS: Aramark offers comprehensive benefit programs and services for eligible employees including medical, dental, vision, and work/life resources. Additional benefits may include retirement savings plans like 401(k) and paid days off such as parental leave and disability coverage. Benefits vary by location and are subject to any legal requirements or limitations, employee eligibility status, and where the employee lives and/or works. For more information about Aramark benefits, click here Aramark Careers - Benefits & Compensation There is no predetermined application window for this position, the position will close once a qualified candidate is selected. Qualified applicants with arrest or conviction records will be considered for employment in accordance with all applicable laws, including, but not limited to all applicable Fair Chance Ordinances and Acts. For jobs in San Francisco, this includes the San Francisco Fair Chance Ordinance.Job Responsibilities Responsible for receiving and inspecting products, accurately labeling items and reporting any discrepancies in reconciliation of deliveries and invoices. Responsible for organizing and storing all incoming products in assigned locations, applying FIFO (first in, first out) inventory controls for perishable products. May require training and operation of a manual pallet jack, electric pallet jack, and/or forklifts.Picks inventory to assemble orders of product, supplies and equipment for requisitions or established par levels. Follow all Standard Operating Procedures to meet accuracy and production standards. Load, unload and transport products and materials to different areas of the warehouse and/or other client locations. May require use of carts, powered industrial vehicles (PIV), or motor vehicles.Responsible for conducting routine physical inventory counts based on established location schedules. Accurately complete administrative duties including records such as inventory count documents, temperature and spoilage logs, equipment inspections, and any other relevant business records. This may be on paper or in a technology-based system (hand-held device or PC).Clean work areas as assigned, including but not limited to restrooms, break areas, loading dock, freight elevator and freight platform delivery areas when applicable. Implement all location safety policies, OSHA requirements, SDS standards, and emergency procedures. Use all required safety equipment and personal protective equipment. Takes appropriate measures to ensure the security of client and company assets. Interact with clients, employees, vendors, customers, and guests about business-related activities and attend meetings, as required.At Aramark, developing new skills and doing what it takes to get the job done make a positive impact for our employees and for our customers. In order to meet our commitments, job duties may change or new ones may be assigned without formal notice.Qualifications Must be over 18 years of age High school education or equivalent is preferred2 years of previous warehouse experience is preferredStrong written and verbal communication skills Basic reading, writing, and arithmetic skills Basic computer skillsManual dexterity required for operating machinery Able to lift up to 50 lb frequent lifting and/or carrying objects weighing up to 35 lb Some client locations require a current valid driver’s license. If this is required, an MVR will be run as part of your pre-employment screening process.This role may have physical demands including, but not limited to, lifting, bending, pushing, pulling and/or extended walking & standing. This role may also require uniforms and/or usage of Personal Protective Equipment (PPE). Education About Aramark Our MissionRooted in service and united by our purpose, we strive to do great things for each other, our partners, our communities, and our planet.At Aramark, we believe that every employee should enjoy equal employment opportunity and be free to participate in all aspects of the company. We do not discriminate on the basis of race, color, religion, national origin, age, sex, gender, pregnancy, disability, sexual orientation, gender identity, genetic information, military status, protected veteran status or other characteristics protected by applicable law. About AramarkThe people of Aramark proudly serve millions of guests every day through food and facilities in 15 countries around the world. Rooted in service and united by our purpose, we strive to do great things for each other, our partners, our communities, and our planet. We believe a career should develop your talents, fuel your passions, and empower your professional growth. So, no matter what you're pursuing - a new challenge, a sense of belonging, or just a great place to work - our focus is helping you reach your full potential. Learn more about working here at http://www.aramarkcareers.com or connect with us on Facebook, Instagram and Twitter.",USG - NV WAREHOUSE - UD,,0
613344,Corrections Oversight Worker - Santa Rosa Criminal Justice Facility,https://career4.successfactors.com/sfcareer/jobreqcareer?jobId=613344&company=ARAMARKPROD,"Milton, FL",2025-10-21,"Job Description The Corrections Oversight Worker supervises inmates to ensure that meal and food items are prepared in accordance with production plans. In this role, you will train workers in methods of performing duties, as well as assign and coordinate work to promote the efficiency of operations. This person is also responsible for the sanitation of the facility and maintaining personal safety, by conforming to all standards and regulations. Essential functions and responsibilities of the position may vary by Aramark location based on client requirements and business needs.Job Responsibilities • Adhere to and maintain preparation and production guidelines according to Aramark standards by reviewing and approving production and temperature logs.• Supervise inmates in food preparation and tray assembly. • Ensure timely, efficient meal service and all Aramark guidelines are being met. • Participate in preparation and serving of meals• Prints and distribute recipes. • Direct inmates in the use of Aramark recipes and train on proper cooking procedures. • Ensure proper portions and any special dietary requirements are fulfilled. • Obtain accurate daily population counts and review with staff. • Adhere to security policies and procedures. Ensure storage areas are locked at all times. • Ensure that all kitchen tools and equipment are returned to their designated secure area. Ensure all keys are returned and secured. • Determines work procedures, prepares work schedules and sanitation schedules while ensuring that cooks, inmates and/or food service workers adhere to the assigned schedule.• Assist in conducting inventory, properly receiving, and storing food and food related items. Requisition orders as needed for approval.• Participates in the preparation/5 P’s (Participation, Pulls, Production, Portion Control, and Postproduction), storage and assembly of meals and food items. • Follows the Company’s Standard of Operation for food handling and storage. Follows HACCP policies and procedures regarding proper food handling procedures. At Aramark, developing new skills and doing what it takes to get the job done make a positive impact for our employees and for our customers. In order to meet our commitments, job duties may change or new ones may be assigned without formal notice.Qualifications • Must be over 18 years of age • Minimum of one (1) year of food prep or related work preferred• Previous supervisory experience preferred• Previous experience interacting with inmates a plus• Ability to motivate and supervise inmates and/or team members to attain quality and quantity of food production in a correctional work environment• Must be able to obtain a food safety certification• Ability to work independently with limited supervision• Ability to exercise good judgment and tact• Must be able to follow basic safety procedures and policies• Must qualify for and maintain correctional facility security clearanceThis role may have physical demands including, but not limited to, lifting, bending, pushing, pulling and/or extended walking and standing. This role may also require uniforms and/or usage of Personal Protective Equipment (PPE). Education About Aramark Our MissionRooted in service and united by our purpose, we strive to do great things for each other, our partners, our communities, and our planet.At Aramark, we believe that every employee should enjoy equal employment opportunity and be free to participate in all aspects of the company. We do not discriminate on the basis of race, color, religion, national origin, age, sex, gender, pregnancy, disability, sexual orientation, gender identity, genetic information, military status, protected veteran status or other characteristics protected by applicable law. About AramarkThe people of Aramark proudly serve millions of guests every day through food and facilities in 15 countries around the world. Rooted in service and united by our purpose, we strive to do great things for each other, our partners, our communities, and our planet. We believe a career should develop your talents, fuel your passions, and empower your professional growth. So, no matter what you're pursuing - a new challenge, a sense of belonging, or just a great place to work - our focus is helping you reach your full potential. Learn more about working here at http://www.aramarkcareers.com or connect with us on Facebook, Instagram and Twitter.",Santa Rosa Criminal Justice Facility,,0
613365,Corrections Oversight Worker - Silverdale Detention Center,https://career4.successfactors.com/sfcareer/jobreqcareer?jobId=613365&company=ARAMARKPROD,"Chattanooga, TN",2025-10-21,"Job Description The Corrections Oversight Worker supervises inmates to ensure that meal and food items are prepared in accordance with production plans. In this role, you will train workers in methods of performing duties, as well as assign and coordinate work to promote the efficiency of operations. This person is also responsible for the sanitation of the facility and maintaining personal safety, by conforming to all standards and regulations. Essential functions and responsibilities of the position may vary by Aramark location based on client requirements and business needs.Job Responsibilities • Adhere to and maintain preparation and production guidelines according to Aramark standards by reviewing and approving production and temperature logs.• Supervise inmates in food preparation and tray assembly. • Ensure timely, efficient meal service and all Aramark guidelines are being met. • Participate in preparation and serving of meals• Prints and distribute recipes. • Direct inmates in the use of Aramark recipes and train on proper cooking procedures. • Ensure proper portions and any special dietary requirements are fulfilled. • Obtain accurate daily population counts and review with staff. • Adhere to security policies and procedures. Ensure storage areas are locked at all times. • Ensure that all kitchen tools and equipment are returned to their designated secure area. Ensure all keys are returned and secured. • Determines work procedures, prepares work schedules and sanitation schedules while ensuring that cooks, inmates and/or food service workers adhere to the assigned schedule.• Assist in conducting inventory, properly receiving, and storing food and food related items. Requisition orders as needed for approval.• Participates in the preparation/5 P’s (Participation, Pulls, Production, Portion Control, and Postproduction), storage and assembly of meals and food items. • Follows the Company’s Standard of Operation for food handling and storage. Follows HACCP policies and procedures regarding proper food handling procedures. At Aramark, developing new skills and doing what it takes to get the job done make a positive impact for our employees and for our customers. In order to meet our commitments, job duties may change or new ones may be assigned without formal notice.Qualifications • Must be over 18 years of age • Minimum of one (1) year of food prep or related work preferred• Previous supervisory experience preferred• Previous experience interacting with inmates a plus• Ability to motivate and supervise inmates and/or team members to attain quality and quantity of food production in a correctional work environment• Must be able to obtain a food safety certification• Ability to work independently with limited supervision• Ability to exercise good judgment and tact• Must be able to follow basic safety procedures and policies• Must qualify for and maintain correctional facility security clearanceThis role may have physical demands including, but not limited to, lifting, bending, pushing, pulling and/or extended walking and standing. This role may also require uniforms and/or usage of Personal Protective Equipment (PPE). Education About Aramark Our MissionRooted in service and united by our purpose, we strive to do great things for each other, our partners, our communities, and our planet.At Aramark, we believe that every employee should enjoy equal employment opportunity and be free to participate in all aspects of the company. We do not discriminate on the basis of race, color, religion, national origin, age, sex, gender, pregnancy, disability, sexual orientation, gender identity, genetic information, military status, protected veteran status or other characteristics protected by applicable law. About AramarkThe people of Aramark proudly serve millions of guests every day through food and facilities in 15 countries around the world. Rooted in service and united by our purpose, we strive to do great things for each other, our partners, our communities, and our planet. We believe a career should develop your talents, fuel your passions, and empower your professional growth. So, no matter what you're pursuing - a new challenge, a sense of belonging, or just a great place to work - our focus is helping you reach your full potential. Learn more about working here at http://www.aramarkcareers.com or connect with us on Facebook, Instagram and Twitter.",Silverdale Detention Center,Detroit Detention Center,1
613368,Food Service Lead Worker - Silverdale Detention Center,https://career4.successfactors.com/sfcareer/jobreqcareer?jobId=613368&company=ARAMARKPROD,"Chattanooga, TN",2025-10-21,"Job Description As a Food Service Worker, you’ll assist with food prep, portioning meals, and serving our loyal customers. With guidance from your manager, you’ll learn on the job and make great connections with the people we serve. We’re looking for team players who are organized, focused, accountable, and above all, bring a positive attitude every day. The sky is the limit for what you’ll go on to achieve next! Ignite your passion, pursue what matters. Job Responsibilities Lead all aspects of and assist in preparation of food items for the day and dating products. Coordinate and assist in setting up and breaking down stations designated by the manager. Cook and otherwise prepare foods according to recipes and directions. Responsible for use of accurate portions when preparing and serving items on the line. Maintain daily temperature logs Responsible for taking samples of all food items on the line prior to serving the customers. Alert management and pull food items that do not meet quality expectations. Complete opening and closing station checklists Greet customers as they approach and leave the serving line Ask customers about the quality of their service and handle any complaints while maintaining a positive attitude and smile. Coordinate and assist in maintaining a clean work station (including floors, work areas, equipment, walls, refrigerators, and meat blocks) Ensures that all work areas and serving utensils are cleaned and sanitized Responsible for accurate disposal of waste from the service line Transfers supplies and equipment between storage and work areas by hand or by cart. Assist with daily safety observations and report safety hazards discovered in the location to management immediately Cross-train in areas as the need arises Able to work in concessions, catering, and special events required by your manager Perform task as requested by your manager on a weekly, bi-weekly, or monthly basis Completion of any task requested by a supervisor or member of the Aramark management team. Lead all aspects of and advise the employees working on the line to ensure timely and effective service of the customers. Request support from utility workers for sanitation issues of the line as needed. At Aramark, developing new skills and doing what it takes to get the job done make a positive impact for our employees and for our customers. In order to meet our commitments, job duties may change or new ones may be assigned without formal notice. Qualifications Great customer service and interpersonal skills Strong Leadership and supervisory skills Ability to work in a team environment Serve Safe Certification Ability to follow detailed written and verbal instructions Food Service Experience preferred Requires frequent lifting/transporting hot food items Ability to work inside kitchen area, interact with heated equipment, steam, loud noise, chemicals and other at risk conditions This role may have physical demands including, but not limited to, lifting, bending, pushing, pulling and/or extended walking and standing. This role may also require uniforms and/or usage of Personal Protective Equipment (PPE). Education About Aramark Our MissionRooted in service and united by our purpose, we strive to do great things for each other, our partners, our communities, and our planet.At Aramark, we believe that every employee should enjoy equal employment opportunity and be free to participate in all aspects of the company. We do not discriminate on the basis of race, color, religion, national origin, age, sex, gender, pregnancy, disability, sexual orientation, gender identity, genetic information, military status, protected veteran status or other characteristics protected by applicable law. About AramarkThe people of Aramark proudly serve millions of guests every day through food and facilities in 15 countries around the world. Rooted in service and united by our purpose, we strive to do great things for each other, our partners, our communities, and our planet. We believe a career should develop your talents, fuel your passions, and empower your professional growth. So, no matter what you're pursuing - a new challenge, a sense of belonging, or just a great place to work - our focus is helping you reach your full potential. Learn more about working here at http://www.aramarkcareers.com or connect with us on Facebook, Instagram and Twitter.",Silverdale Detention Center,Detroit Detention Center,1
613423,Corrections Oversight Worker - ASPC - Yuma,https://career4.successfactors.com/sfcareer/jobreqcareer?jobId=613423&company=ARAMARKPROD,"Yuma, AZ",2025-10-21,"Job Description The Corrections Oversight Worker supervises inmates to ensure that meal and food items are prepared in accordance with production plans. In this role, you will train workers in methods of performing duties, as well as assign and coordinate work to promote the efficiency of operations. This person is also responsible for the sanitation of the facility and maintaining personal safety, by conforming to all standards and regulations. Essential functions and responsibilities of the position may vary by Aramark location based on client requirements and business needs.Job Responsibilities • Adhere to and maintain preparation and production guidelines according to Aramark standards by reviewing and approving production and temperature logs.• Supervise inmates in food preparation and tray assembly. • Ensure timely, efficient meal service and all Aramark guidelines are being met. • Participate in preparation and serving of meals• Prints and distribute recipes. • Direct inmates in the use of Aramark recipes and train on proper cooking procedures. • Ensure proper portions and any special dietary requirements are fulfilled. • Obtain accurate daily population counts and review with staff. • Adhere to security policies and procedures. Ensure storage areas are locked at all times. • Ensure that all kitchen tools and equipment are returned to their designated secure area. Ensure all keys are returned and secured. • Determines work procedures, prepares work schedules and sanitation schedules while ensuring that cooks, inmates and/or food service workers adhere to the assigned schedule.• Assist in conducting inventory, properly receiving, and storing food and food related items. Requisition orders as needed for approval.• Participates in the preparation/5 P’s (Participation, Pulls, Production, Portion Control, and Postproduction), storage and assembly of meals and food items. • Follows the Company’s Standard of Operation for food handling and storage. Follows HACCP policies and procedures regarding proper food handling procedures. At Aramark, developing new skills and doing what it takes to get the job done make a positive impact for our employees and for our customers. In order to meet our commitments, job duties may change or new ones may be assigned without formal notice.Qualifications • Must be over 18 years of age • Minimum of one (1) year of food prep or related work preferred• Previous supervisory experience preferred• Previous experience interacting with inmates a plus• Ability to motivate and supervise inmates and/or team members to attain quality and quantity of food production in a correctional work environment• Must be able to obtain a food safety certification• Ability to work independently with limited supervision• Ability to exercise good judgment and tact• Must be able to follow basic safety procedures and policies• Must qualify for and maintain correctional facility security clearanceThis role may have physical demands including, but not limited to, lifting, bending, pushing, pulling and/or extended walking and standing. This role may also require uniforms and/or usage of Personal Protective Equipment (PPE). Education About Aramark Our MissionRooted in service and united by our purpose, we strive to do great things for each other, our partners, our communities, and our planet.At Aramark, we believe that every employee should enjoy equal employment opportunity and be free to participate in all aspects of the company. We do not discriminate on the basis of race, color, religion, national origin, age, sex, gender, pregnancy, disability, sexual orientation, gender identity, genetic information, military status, protected veteran status or other characteristics protected by applicable law. About AramarkThe people of Aramark proudly serve millions of guests every day through food and facilities in 15 countries around the world. Rooted in service and united by our purpose, we strive to do great things for each other, our partners, our communities, and our planet. We believe a career should develop your talents, fuel your passions, and empower your professional growth. So, no matter what you're pursuing - a new challenge, a sense of belonging, or just a great place to work - our focus is helping you reach your full potential. Learn more about working here at http://www.aramarkcareers.com or connect with us on Facebook, Instagram and Twitter.",ASPC - Yuma,,0
612909,Administrative Support Worker - Bledsoe County Correctional Complex,https://career4.successfactors.com/sfcareer/jobreqcareer?jobId=612909&company=ARAMARKPROD,"Pikeville, TN",2025-10-20,"Job Description The Administrative Support Worker is responsible for assisting management with administrative tasks including, but not limited to, ordering, data entry, filing, etc. The Administrative Support Worker will be required to work well with customers, visitors, and employees in a professional and cheerful manner. Essential functions and responsibilities of the position may vary by Aramark location based on client requirements and business needsJob Responsibilities • Responsible for performing administrative functions including distributing mail, ordering, and stocking supplies, answering phones, and greeting visitors • Assists unit management with clerical tasks in relation to accounting, payroll, receiving, and/or human resources including filing, data entry, record review and maintenance, etc.• Greets customers, clients, and employees; answers inquiries or directs calls where necessary• Maintain office memos and informative postings• Operate technology, systems, and software such as voicemail systems, copy/scanners, personal computers, and MS OfficeAt Aramark, developing new skills and doing what it takes to get the job done make a positive impact for our employees and for our customers. In order to meet our commitments, job duties may change or new ones may be assigned without formal notice.Qualifications • Prior administrative experience preferred • The ideal candidate will have a solid understanding of Microsoft applications, including but not limited to: Outlook, Word, PowerPoint, and Excel • Demonstrates interpersonal and communication skills, both verbal and written• Demonstrates strong interpersonal skills, accuracy, and attention to detail• Requires frequent performance of repetitive motions with hands and/or armsEducation About Aramark Our MissionRooted in service and united by our purpose, we strive to do great things for each other, our partners, our communities, and our planet.At Aramark, we believe that every employee should enjoy equal employment opportunity and be free to participate in all aspects of the company. We do not discriminate on the basis of race, color, religion, national origin, age, sex, gender, pregnancy, disability, sexual orientation, gender identity, genetic information, military status, protected veteran status or other characteristics protected by applicable law. About AramarkThe people of Aramark proudly serve millions of guests every day through food and facilities in 15 countries around the world. Rooted in service and united by our purpose, we strive to do great things for each other, our partners, our communities, and our planet. We believe a career should develop your talents, fuel your passions, and empower your professional growth. So, no matter what you're pursuing - a new challenge, a sense of belonging, or just a great place to work - our focus is helping you reach your full potential. Learn more about working here at http://www.aramarkcareers.com or connect with us on Facebook, Instagram and Twitter.",Bledsoe County Correctional Complex,Bledsoe County Correctional Complex,1
612937,Kitchen Supervisor,https://career4.successfactors.com/sfcareer/jobreqcareer?jobId=612937&company=ARAMARKPROD,"Ocala, FL",2025-10-20,"Job Description The Corrections Oversight Worker supervises inmates to ensure that meal and food items are prepared in accordance with production plans. In this role, you will train workers in methods of performing duties, as well as assign and coordinate work to promote the efficiency of operations. This person is also responsible for the sanitation of the facility and maintaining personal safety, by conforming to all standards and regulations. Essential functions and responsibilities of the position may vary by Aramark location based on client requirements and business needs.Job Responsibilities • Adhere to and maintain preparation and production guidelines according to Aramark standards by reviewing and approving production and temperature logs.• Supervise inmates in food preparation and tray assembly. • Ensure timely, efficient meal service and all Aramark guidelines are being met. • Participate in preparation and serving of meals• Prints and distribute recipes. • Direct inmates in the use of Aramark recipes and train on proper cooking procedures. • Ensure proper portions and any special dietary requirements are fulfilled. • Obtain accurate daily population counts and review with staff. • Adhere to security policies and procedures. Ensure storage areas are locked at all times. • Ensure that all kitchen tools and equipment are returned to their designated secure area. Ensure all keys are returned and secured. • Determines work procedures, prepares work schedules and sanitation schedules while ensuring that cooks, inmates and/or food service workers adhere to the assigned schedule.• Assist in conducting inventory, properly receiving, and storing food and food related items. Requisition orders as needed for approval.• Participates in the preparation/5 P’s (Participation, Pulls, Production, Portion Control, and Postproduction), storage and assembly of meals and food items. • Follows the Company’s Standard of Operation for food handling and storage. Follows HACCP policies and procedures regarding proper food handling procedures. At Aramark, developing new skills and doing what it takes to get the job done make a positive impact for our employees and for our customers. In order to meet our commitments, job duties may change or new ones may be assigned without formal notice.Qualifications • Must be over 18 years of age • Minimum of one (1) year of food prep or related work preferred• Previous supervisory experience preferred• Previous experience interacting with inmates a plus• Ability to motivate and supervise inmates and/or team members to attain quality and quantity of food production in a correctional work environment• Must be able to obtain a food safety certification• Ability to work independently with limited supervision• Ability to exercise good judgment and tact• Must be able to follow basic safety procedures and policies• Must qualify for and maintain correctional facility security clearanceThis role may have physical demands including, but not limited to, lifting, bending, pushing, pulling and/or extended walking and standing. This role may also require uniforms and/or usage of Personal Protective Equipment (PPE). Education About Aramark Our MissionRooted in service and united by our purpose, we strive to do great things for each other, our partners, our communities, and our planet.At Aramark, we believe that every employee should enjoy equal employment opportunity and be free to participate in all aspects of the company. We do not discriminate on the basis of race, color, religion, national origin, age, sex, gender, pregnancy, disability, sexual orientation, gender identity, genetic information, military status, protected veteran status or other characteristics protected by applicable law. About AramarkThe people of Aramark proudly serve millions of guests every day through food and facilities in 15 countries around the world. Rooted in service and united by our purpose, we strive to do great things for each other, our partners, our communities, and our planet. We believe a career should develop your talents, fuel your passions, and empower your professional growth. So, no matter what you're pursuing - a new challenge, a sense of belonging, or just a great place to work - our focus is helping you reach your full potential. Learn more about working here at http://www.aramarkcareers.com or connect with us on Facebook, Instagram and Twitter.",,,0
